Gene	Tscore	Tscoreadjusted
E2F7	3.8920024131490214	3.3329686425486056
SPCS2	3.8897587948008305	3.330725024200415
ASS1	3.885914815854185	3.32688104525377
CRISPLD2	3.8854207278291004	3.326386957228685
IGHV4-28	3.8754018709762765	3.316368100375861
IGKV2D-26	3.873527318914173	3.3144935483137576
GBA	3.8734606098581867	3.314426839257771
TIMM17B	3.873420628296179	3.314386857695763
SLC39A7	3.87076436166746	3.311730591067044
BRI3	3.866020664818637	3.3069868942182215
EMC7	3.8647592335945933	3.305725462994178
SEMA3B	3.8626143185889976	3.303580547988582
BORCS8	3.8566548035075776	3.297621032907162
RPL35AP26	3.856461975532822	3.297428204932406
IGLV2-8	3.854797586142146	3.29576381554173
UPB1	3.854088522518533	3.2950547519181175
IGKV1-33	3.8470732532899286	3.2880394826895127
SHISA5	3.847022822997321	3.287989052396905
WTIP	3.845003457369066	3.2859696867686505
TRAPPC3	3.8421425328515095	3.2831087622510937
LY6E	3.840087940625339	3.281054170024923
IRF4	3.832565753664488	3.273531983064072
MED8	3.829787251311325	3.2707534807109093
TMEM208	3.8292807218677134	3.270246951267298
SLC2A5	3.827391959507579	3.268358188907164
SLC22A16	3.8221175566166434	3.263083786016228
ST6GALNAC4P1	3.821110669478739	3.2620768988783233
TRIM21	3.819612302525678	3.2605785319252627
DSCC1	3.819059478652544	3.2600257080521287
H2BC6	3.8147012042647317	3.255667433664316
KIR2DS4	3.81394858871541	3.2549148181149947
CHCHD2	3.804291524757355	3.245257754156939
MPDU1	3.7991368744422935	3.2401031038418777
ACAA1	3.798163408599334	3.2391296379989187
IGLV10-54	3.796602593277303	3.237568822676887
TAS1R3	3.7944873200394613	3.235453549439046
HPSE	3.7933518529726378	3.234318082372222
TARM1	3.787605112810544	3.2285713422101283
COL7A1	3.78550140068524	3.2264676300848247
RNASE2	3.7841751230411744	3.225141352440759
AL353807.5	3.7793496830396593	3.2203159124392435
IGHV3-53	3.7778915210678417	3.218857750467426
DENND5B	3.777513832201895	3.218480061601479
STK19B	3.7773600274061114	3.218326256805696
IGHV4-34	3.77624209747817	3.2172083268777545
H2AX	3.7748288297991635	3.215795059198748
AC108134.1	3.7741105227996323	3.2150767521992165
AC012085.1	3.7733638156998506	3.2143300450994348
IFITM1	3.7732761962228425	3.2142424256224267
ERP44	3.7731220054221413	3.214088234821726
H3C3	3.7715770859479294	3.2125433153475136
AL021155.2	3.7704745408694214	3.2114407702690055
HYAL2	3.7701884875286296	3.211154716928214
MIR4435-2HG	3.7688094847857148	3.209775714185299
IGLV9-49	3.768537274228515	3.209503503628099
DNTT	3.7676162100133936	3.208582439412978
SDHB	3.7675607016575845	3.208526931057169
ORC6	3.766021212615953	3.2069874420155378
MESP1	3.765130236600369	3.206096465999954
ABCB9	3.7620244888784464	3.2029907182780306
AC068831.2	3.7593865837949316	3.200352813194516
PIF1	3.7565966494175287	3.197562878817113
H2BC8	3.7548126286616386	3.1957788580612227
CMTM5	3.7542471689333183	3.1952133983329025
DERL2	3.752642082685037	3.1936083120846215
IGLV1-40	3.7498952707147994	3.1908615001143836
FFAR4	3.749746101377875	3.190712330777459
AC090587.1	3.7493496442826277	3.190315873682212
EAF2	3.747063615187608	3.1880298445871924
SLC7A11	3.746941543871744	3.187907773271329
AC010719.1	3.7455345466322787	3.1865007760318633
ITGB5	3.740809462226643	3.1817756916262274
AC139100.2	3.730485736868688	3.1714519662682727
LAMC1	3.729050265557345	3.170016494956929
AC099343.4	3.726196936088309	3.167163165487893
H4C9	3.7251554580497754	3.16612168744936
AL031777.2	3.723173511014998	3.1641397404145826
HYAL1	3.7230416724660182	3.1640079018656024
COPB2	3.7182963568033744	3.159262586202959
ARFGEF3	3.706779022946574	3.1477452523461587
PDCD1LG2	3.704255207963726	3.1452214373633103
IGHV3-30	3.6970345598913212	3.1380007892909054
HLA-E	3.6964570822007032	3.137423311600288
IGLV1-36	3.692871125169655	3.1338373545692395
UBE2T	3.6887569840658654	3.12972321346545
KDELR2	3.6873756130029083	3.1283418424024925
EME1	3.6873048705899887	3.128271099989573
NTNG2	3.682015635569684	3.122981864969268
PLAUR	3.6819720119371664	3.122938241336751
AP003721.4	3.676291197876401	3.1172574272759856
MAD2L1BP	3.6716961973895144	3.1126624267890985
ANKRD34B	3.6642114114467823	3.1051776408463665
NT5DC2	3.6578697373557865	3.098835966755371
VPS9D1-AS1	3.655678068299842	3.0966442976994264
AC055811.2	3.655052680943268	3.0960189103428526
HTRA2	3.6545402354681418	3.095506464867726
PIM2	3.6543807678646747	3.095346997264259
NDUFV2P1	3.651571901408675	3.0925381308082596
ASPHD2	3.650226709167185	3.0911929385667696
SMIM33	3.64999425884798	3.090960488247564
CRELD2	3.647422684461892	3.0883889138614764
NBPF14	3.6447584347224637	3.085724664122048
PDIA4	3.6443692933009832	3.085335522700568
H2AC18	3.643811418351398	3.0847776477509825
NINJ2-AS1	3.6424765872621885	3.0834428166617727
URB1-AS1	3.6422343300444076	3.083200559443992
EPOP	3.642187122404543	3.0831533518041274
DDN	3.6402444458366108	3.0812106752361954
STX10	3.63959632399063	3.080562553390214
CETP	3.6342239161156247	3.075190145515209
WDR34	3.6301944994983546	3.0711607288979392
LMAN1	3.6299605322368396	3.070926761636424
FABP5	3.6252991452383916	3.066265374637976
FBXO16	3.6252736563154193	3.066239885715004
AL096794.1	3.6229486092462713	3.0639148386458555
IGKV2-40	3.6218382600566237	3.062804489456208
LRRC75B	3.6182859050674097	3.059252134466994
AC012358.4	3.6176434225976557	3.05860965199724
ADAMTSL4-AS2	3.610927899733001	3.0518941291325854
IGLJ1	3.610850460472152	3.0518166898717363
COX6A1	3.607031442718378	3.0479976721179627
AC099524.1	3.606833279905681	3.047799509305265
NDUFB4	3.606499375915105	3.04746560531469
PDGFA	3.6049863754440916	3.0459526048436762
KDELR3	3.6048219220708675	3.045788151470452
CNKSR1	3.604070859558979	3.045037088958564
LINC00528	3.6034923791343485	3.044458608533933
RIPK3	3.602349643199451	3.0433158725990355
IGHV1-69	3.6003924892363073	3.041358718635892
AC084018.4	3.6003551362055517	3.0413213656051363
IGKV1D-16	3.599106594670198	3.0400728240697825
LINC02280	3.5977401100656765	3.0387063394652607
AC234781.1	3.595996556177626	3.0369627855772103
KPTN	3.5959527664708277	3.036918995870412
SLC22A31	3.593835963259927	3.0348021926595115
ELL2	3.5927184444731974	3.0336846738727816
ALG5	3.592262519533729	3.033228748933314
USF1	3.591748127715354	3.032714357114938
CRACD	3.590781026705133	3.031747256104717
SSR4	3.5877646014047455	3.0287308308043297
CLPTM1L	3.5856043793691432	3.0265706087687274
TOR1A	3.584109656915102	3.0250758863146867
RNU6-759P	3.5783093928504046	3.019275622249989
IGHV3-15	3.5778198857926298	3.0187861151922144
MILR1	3.577752281914513	3.0187185113140975
COX8A	3.5757157520784024	3.016681981477987
PSMB5	3.574782671806372	3.0157489012059564
SQOR	3.5730576019533613	3.0140238313529455
SPCS1	3.572197309323875	3.013163538723459
PPIB	3.5703535709813665	3.011319800380951
SGK2	3.569473829161908	3.0104400585614925
CHST8	3.5692996541816764	3.010265883581261
LINC02576	3.5687468544310295	3.009713083830614
PRKAG1	3.565125028915751	3.006091258315335
IFI27L2	3.5647803493489487	3.005746578748533
SLC1A4	3.561930775214979	3.0028970046145638
IGKV1D-39	3.5617897655255244	3.002755994925109
PIWIL4	3.56028564851721	3.0012518779167943
CXXC5-AS1	3.5591375142483828	3.0001037436479674
IGLV3-22	3.555873332705512	2.9968395621050963
DHRS7B	3.5556203866327905	2.996586616032375
KRT8	3.5526028417776985	2.9935690711772827
H3C7	3.551732603364775	2.9926988327643596
IGHV1-46	3.5513868568988083	2.992353086298393
ORAI3	3.548329224540814	2.9892954539403984
ODF3B	3.5445666294590445	2.9855328588586287
H2AC12	3.542048810692027	2.983015040091612
NPM1P39	3.5385068221273057	2.97947305152689
POMP	3.5384891243466585	2.9794553537462427
UBE2Q1-AS1	3.5373112063265704	2.978277435726155
CDCA7	3.536770871509275	2.9777371009088593
BATF2	3.527414674077483	2.968380903477067
AL353759.1	3.5264471778628836	2.967413407262468
IGLV4-3	3.5263113605484753	2.9672775899480595
DAD1	3.5255732969947493	2.9665395263943335
RNF135	3.524996532855237	2.9659627622548212
HK3	3.524515198073326	2.96548142747291
GSG1L	3.520999332063601	2.9619655614631855
H4C4	3.5207388277306566	2.9617050571302412
MT1F	3.520360297910571	2.961326527310155
APOL2	3.5180114119784567	2.9589776413780413
IGLV3-21	3.517445718728687	2.958411948128272
AC005954.2	3.5118012029800547	2.9527674323796393
DDAH2	3.5115695319792537	2.9525357613788383
LETM2	3.5108091831686883	2.9517754125682725
TM9SF1	3.5082609181031565	2.949227147502741
TNFRSF13B	3.504519919838745	2.945486149238329
AC068580.3	3.5042192845995923	2.945185513999177
BCRP3	3.5034887787107025	2.944455008110287
AP002812.1	3.503084032877949	2.9440502622775337
KCNN3	3.5027491547206866	2.943715384120271
NEIL3	3.502660508166196	2.94362673756578
LY6G6F	3.5010962449515075	2.9420624743510917
AL359711.2	3.5004139956207343	2.9413802250203185
IGHV4-61	3.49796268978965	2.9389289191892347
FMC1	3.4957868995592962	2.9367531289588804
IGKV5-2	3.488109233635823	2.9290754630354074
MIEN1	3.4870593552940052	2.9280255846935894
POC1A	3.4868080686703737	2.9277742980699584
NNMT	3.4807089925838404	2.921675221983425
AC004854.2	3.480117301140846	2.9210835305404306
ERCC6L	3.479439106318488	2.9204053357180726
EMC6	3.4779469674091508	2.9189131968087354
PRRG4	3.4770134230251175	2.9179796524247017
SGMS1-AS1	3.476921717429612	2.9178879468291967
NKIRAS2	3.4765750454207787	2.917541274820363
FOXRED1	3.4737690431355035	2.914735272535088
MYD88	3.4725408869196097	2.9135071163191943
EMC9	3.471670297674639	2.9126365270742234
GSTO1	3.4705187216890865	2.9114849510886707
NOD2	3.4703168410078664	2.9112830704074506
CASP10	3.4689515056712676	2.9099177350708523
RNF19B	3.4688852661337397	2.9098514955333243
AGPAT1	3.4655524561455135	2.906518685545098
IGLV6-57	3.4649016934936885	2.9058679228932727
IGLV7-46	3.464445614462882	2.905411843862466
COA6	3.463726879713323	2.904693109112907
DQX1	3.46293980393117	2.9039060333307543
COX6A1P2	3.462364863343144	2.9033310927427287
PSMG1	3.4622074690450138	2.903173698444598
AC027682.6	3.4609451922936856	2.9019114216932698
AC010883.1	3.458825179230631	2.8997914086302155
TTC7B	3.4567380432954513	2.8977042726950355
BTN3A1	3.4543927960542247	2.895359025453809
MALSU1	3.4496104358824913	2.890576665282076
WSB2	3.447322683032448	2.8882889124320323
REC8	3.4463884506820883	2.887354680081673
LINC02555	3.445672193876804	2.8866384232763886
LGALSL	3.4454677646605623	2.8864339940601464
CDKN2C	3.4420194983668035	2.882985727766388
IGLV3-1	3.441303519015698	2.8822697484152826
MISP3	3.4398173578397997	2.8807835872393843
AC048380.2	3.4390594877099656	2.8800257171095502
NUDT18	3.4390471799293283	2.880013409328913
IGHV1OR15-2	3.433610163814975	2.87457639321456
LINC02422	3.432777083426273	2.873743312825858
ATP5MC3	3.4257406084881974	2.866706837887782
IGLV8-61	3.4244677942554147	2.8654340236549993
PRR16	3.422759944006811	2.8637261734063957
PSME3IP1	3.4223482287214395	2.8633144581210237
ABHD16A	3.4180294918721508	2.858995721271735
MYL12A	3.4117351819621136	2.852701411361698
TMEM38A	3.4059174270306305	2.846883656430215
VAMP5	3.4025520503414834	2.843518279741068
ITFG1	3.399462834428398	2.8404290638279823
SERPING1	3.39942479713687	2.8403910265364543
IGKJ1	3.398112760874126	2.839078990273711
DIAPH3	3.3978652167376224	2.838831446137207
RTP4	3.3971268582100476	2.838093087609632
GBP1	3.396431974367358	2.8373982037669423
SH3RF2	3.394313422803676	2.83527965220326
PARM1	3.3941237697272415	2.8350899991268257
SNRNP25	3.392191172847046	2.8331574022466306
PLGRKT	3.389985374832091	2.830951604231675
TRIM7	3.388928777390999	2.8298950067905837
TPI1P2	3.388743474239399	2.8297097036389838
H2BC10	3.388624192338357	2.829590421737941
SPSB1	3.3870022881551045	2.827968517554689
NAT8B	3.386900649572875	2.8278668789724595
KIAA0895L	3.3859770216831695	2.8269432510827537
RN7SL246P	3.3851352116490308	2.826101441048615
ASPG	3.383050514367418	2.824016743767002
TMED1	3.3786465596773922	2.8196127890769764
DHCR24	3.3774128281287927	2.818379057528377
GMPPB	3.3770920254941417	2.8180582548937263
AL365181.3	3.3769313878205924	2.8178976172201766
STON2	3.375753039333301	2.8167192687328857
PDIA6	3.374515700368645	2.8154819297682296
MARS1	3.3740543240801424	2.8150205534797266
