Name,Term,ES,NES,NOM p-val,FDR q-val,FWER p-val,Tag %,Gene %,Lead_genes
prerank,random750,-0.3945250958564875,-1.4846150007802803,0.0078125,0.6898871061617432,0.995,28/98,18.21%,MAGIX;FKBP1A;ARRB2;UROD;CMTM4;AL158151.2;AC016542.2;AC034207.1;AL157384.1;AC009292.1;FZD5;RNU6-315P;AC079834.1;AL445209.1;TPTE2;PGAP4;INHBC;DCXR-DT;PGA4;EML3;AL008707.1;DPPA5P4;H2AB1;AC103706.1;HNRNPA1P43;C1QTNF9;AC010422.1;ADM5
prerank,random974,0.36665131119392325,1.483696397870032,0.0029585798816568047,0.4293246993524514,0.894,27/98,13.66%,DDX60;TMEM170A;NIPBL-DT;C19orf12;MS4A1;LINC00487;ZNF571;AC012020.1;AC022182.3;AC109635.3;ORC5;WDR43;AGBL2;AL133227.1;AC007038.1;LINC02446;LINC01259;TMEM230;ALG10B;ZEB1;NPM1P27;FAM182B;SCAF8;LINC01736;CBFA2T2;ZNF12;SLC20A2
prerank,random252,0.3630502007453387,1.471421190973462,0.008333333333333333,0.4093306621490588,0.924,36/98,25.38%,B4GALT4;SLFN12;SRGAP2C;SRBD1;CAPN3;KIF18A;LINC00662;KDM2A;SNHG17;FBH1;CCL3;NGDN;FABP5P7;SLC7A6OS;UBXN4;BAZ2A;AC077690.1;S100A7;RPS29P14;STX11;MAPKAPK5;DMKN;PHKA1;MIR744;ULK4P2;AC061992.2;AKT3;MRM2;APOL2;RPS7P4;SEC63;ANKRD26;HEXD-IT1;AC091100.1;AC104134.1;AC243960.3
prerank,random683,0.3648009144265555,1.456166292667177,0.012987012987012988,0.4155121875104488,0.963,21/98,12.76%,RRAS2;PIP5K1A;GTPBP2;MAIP1;CFAP44;ZNF397;RAB4B-EGLN2;YTHDC1;HSPD1P12;ZNF525;MTRF1L;CDK3;ZNF117;LAMA5;POLH;BBS7;RALGPS1;NDUFAF4;ZNF567;ALG1L9P;CLASP2
prerank,random606,-0.38514236114888684,-1.4552938539745575,0.01037037037037037,0.868304950180001,1.0,27/98,19.69%,FTH1P23;NAGA;RNY1P16;AC111170.1;CEBPE;CSTB;RASL11A;SHTN1;AC091925.2;VPS35P1;MKRN5P;LSAMP-AS1;AC010620.1;AL008723.2;AC113367.1;EDNRB;SLC12A1;MIR378E;NUTF2P2;FGF13;CALN1;AL080243.4;LINGO1;SPOUT1;AL096870.1;PUF60;TIMP3
prerank,random667,-0.3814050426491787,-1.452854095394676,0.0060882800608828,0.7938915474806464,1.0,35/98,23.38%,AC079416.2;SOD1P1;TPI1;ANO7;AP001458.1;AL713999.1;SEPTIN14P24;HMGN1P28;CST5;MIR9-1;MOCOS;AC008758.5;TREM2;ALPP;ATP6AP1;AC066616.1;CENPB;LINC02608;AC123595.3;MAGEB2;CTBP2P8;CA2;AC024243.1;CA5BP1;SYNGR2;CYS1;AL445645.1;RGS17;AC148476.1;AC037487.4;PBX1;HHIP-AS1;HMGN2P31;AC127029.3;POLR2G
prerank,random685,-0.38133159683410267,-1.4450498083446552,0.009404388714733543,0.7803962826856005,1.0,33/98,21.15%,AC011511.5;AC093107.2;COLGALT1;S100A6;TMEM63B;AC105021.1;AC005786.2;AL645924.2;NBPF6;AL445209.1;RN7SL354P;AC078860.2;C8G;RPL21P33;RNU6-1088P;RPL7P57;MASP2;TBC1D16;EEF1GP5;AL353807.1;AC015912.1;ULBP1;AP002381.1;UMODL1;AL096828.1;AL109936.8;AL031729.1;WFDC8;AC106739.1;LINC01511;RNA5-8SN2;OPTN;HOXA9
prerank,random387,-0.38125642319084546,-1.439142410762874,0.01263823064770932,0.7572281113322561,1.0,38/98,23.40%,AC106782.5;AC004882.4;CORO7;YBX3P1;HBQ1;RN7SL452P;AL355001.1;AL353608.1;AC084198.1;KLHDC3;BOK;AC073862.5;RNU4-23P;LILRB3;HMBS;NRG2;OR7E29P;AC011944.1;SNX3;ZNF628;AS3MT;AC015967.1;AC012629.2;AC007493.1;ITGA5;KIF25-AS1;AC135352.1;HIPK4;RNU6-1057P;PPP1R1A;AL731577.2;RPL22P8;CORO1A;AL161668.3;RPS14P8;NQO2;CEACAM4;SERTAD3
prerank,random708,0.3587600189065202,1.4330035157389192,0.011235955056179775,0.471003811731663,0.983,35/98,26.62%,CLSTN3;RAB39A;PAICS;LYRM1;PSMA3-AS1;ZFX;KLF3-AS1;SBF2;ZNF550;POLR1B;ADAMTS4;OTUD3;TRIM4;TMX2;AC010641.2;RCBTB2;KIFBP;ZNF692;H4C15;MAP3K4;SCP2;CCDC168;FAM172A;N4BP2L2-IT2;MAN1C1;BX322650.1;AL031714.1;TRAJ35;AL353608.2;AC107294.2;IGLV1-47;AL121772.3;GANC;AC026748.3;SOCS2-AS1
prerank,random23,0.3549285960315216,1.430118418197141,0.01092896174863388,0.43149099636287985,0.985,24/98,15.19%,AC017116.1;SCAMP1;AKAP1;DNAH1;ZNF664;NBN;LPIN1;CNOT7;SPATA9;ZNF607;TRUB1;RBAK;ZKSCAN1;AC011503.2;CHCHD7;TNK2;NPIPB8;DRICH1;AC009107.2;PRKX;AC097500.1;LINC00674;NPHP3-ACAD11;UNG
prerank,random437,0.35095705353285844,1.4285679418013568,0.008379888268156424,0.39371342910959284,0.986,37/98,21.32%,ARNTL2;ZNF273;TIPIN;SRGAP2C;SDCBP2-AS1;LINC02447;MUC20-OT1;HINT3;CNKSR2;AC006946.2;ZNF548;ADAT1;NUDT21;RDM1;AL627422.2;FDPSP4;FCHSD1;NDUFAF4;AC090061.1;EID3;DNAJA1;SNTG2-AS1;HUS1B;RBBP4;UBE2SP1;CCDC17;ARHGEF18;LINC02175;SDE2;IFT46;PCP2;SREK1IP1;MEAF6;GNRHR2;FBXO21;AC020743.1;SRGAP2
prerank,random696,-0.37664654820620713,-1.419093922323985,0.009584664536741214,0.8708123280320944,1.0,38/98,24.59%,HADHA;RNU6-37P;CAPG;B3GALT1;AL590009.1;AC021723.2;AL391597.1;AC140479.4;AC239860.1;HSPE1P11;PPP1R12BP1;SEMA6B;FP236383.7;AC127164.1;SNORD42A;AL122001.1;AC005726.1;ADAD2;E2F3-IT1;SMPDL3A;AC106800.1;AL354920.1;AC069368.2;AL158166.1;TDRD10;AC008403.2;RGMA;AC107390.1;HCCS;ZNF574;LAMA4;AP001033.4;HECW1;AC005400.1;ASCL4;HAUS4;AC004849.1;MIR4520-1
prerank,random179,-0.3788617550704501,-1.4157498651850415,0.01620745542949757,0.8379271031257903,1.0,40/98,28.30%,AC064805.1;AP2S1;RPS26;SNORA2B;TLN1;ARPIN-AP3S2;CYBA;AL450263.1;C3orf56;UBE2L5;COX4I1;AC008622.2;AL591222.1;AC092953.1;AC004083.1;KHK;TMPRSS11E;MGAT4B;MT-TV;PPP1R14BP2;NCF4-AS1;XRCC6P2;CD163;AC067931.1;IGHG4;AC104964.1;WWP2;HHIP-AS1;KYNU;TMEM151A;AP001189.5;TRIM10;RAB31;LINC02504;CEBPB;ZNF428;AL096855.1;AC005944.1;AC073517.1;AF241728.1
prerank,random731,-0.3681573891429541,-1.389876219381651,0.022865853658536585,1.0,1.0,30/98,19.19%,FTH1P12;CCDC159;AMPD2;SMOC1;AL162727.1;SCPEP1;LINC01543;AC117498.2;AL117190.1;AL133240.2;AC026367.1;AP001267.1;RPL7P57;CCNB2P1;TPPP;RNU6-611P;AC018521.5;PAGE2;AC006033.1;OST4;ACO2;LINC00622;SCN8A;IDH2-DT;AC234063.1;SEMA6D;BTF3P9;TPTEP2-CSNK1E;VPS4A;TOMM6
prerank,random791,0.3423013436781679,1.381170588449793,0.015151515151515152,0.6081406612067646,1.0,29/98,20.49%,ZNF684;AP001830.1;DIABLO;CDC42-AS1;CREB3L2;ZNF189;RNPC3;SDCBP2;PIK3R5;OSER1-DT;TEKT2;OSGIN2;TENT4B;ESR1;CAPZA1;AC005041.1;TP53INP1;MRPL35;SOBP;AC015914.1;FIGNL2;TDP1;MED21;PDCD2L;RPL26P6;C2CD2;FAM228A;AP000880.1;FAM72B
prerank,random97,-0.3659637158117018,-1.378751582029129,0.0296875,1.0,1.0,32/98,22.84%,GPR162;USP12-AS2;H1-3;AC211476.9;AC026464.4;ZNHIT1;TMC5;AC131009.2;ANXA9;AL357500.1;AP001271.1;LINC02141;AC089998.3;AL583829.1;AL136115.1;MTRNR2L10;AC079148.1;PRDX2P3;TPPP;AKT3-IT1;AC090954.1;AK2P2;LRPAP1;ACTBP7;AL353795.3;MLXIP;EEF1A1P4;GPANK1;AL359924.1;AL590428.1;RPL7AP58;SCFD2
prerank,random810,-0.3623898914901769,-1.3765526839077582,0.021374045801526718,1.0,1.0,25/98,17.79%,EMILIN1;AC087741.2;GPX1;ALG1L3P;AC073333.1;AL118556.2;AL355297.1;AL049649.1;SDR42E1P4;AP003032.2;FAM236C;AC063947.2;LHB;AC099850.3;AC012150.1;AC011731.1;AL451123.2;AC008026.3;AP006259.1;AC135050.7;POLL;CTNNBL1;AP003068.3;NAPA-AS1;CTAGE1
prerank,random933,0.3365537760200774,1.370858199115743,0.018421052631578946,0.6260156258707354,1.0,30/98,20.02%,RNU6-312P;ERAP1;CD2AP;ZNF529;C2CD5;ALOX12-AS1;CAPN3;SLC35D3;LINC00528;LINC01422;ABHD16B;AL096816.1;PKHD1L1;PTPN1;ANKRD31;EIF4A2P4;RPARP-AS1;FCGR2C;SRRM5;AL356740.1;TOR3A;SELL;HSD17B11;PTGES3;AC091564.5;AC099499.2;RSAD1;TMC6;RTRAF;ZSWIM8
prerank,random761,-0.36348751118261935,-1.3681914161103783,0.028081123244929798,1.0,1.0,33/98,25.68%,ALDH2;COTL1;AC114730.2;LINC01602;ODF1;AC022101.1;AC023790.2;ZNF444P1;SH3BP1;TESC;CDK5R2;CPED1;KIAA1755;HNRNPUL2-BSCL2;SLC9B1P4;AC112504.1;KANK2;ST7-AS1;LINC02724;UNC93B5;PRADC1;DERA;LRRC41;IL21;TRBV8-2;ABHD11;OVCH1-AS1;SERBP1P1;PDGFA;F5;TRIM52-AS1;APEX1;VPS26B
prerank,random849,-0.3598505052979976,-1.352245341241785,0.03139717425431711,1.0,1.0,21/98,10.72%,ELOB;TGFB2;RAB11B;GPR1;AC010335.3;KRT1;SEC1P;AC073072.1;LINC01381;AC002463.1;IGHV3-36;RPL23AP41;AC008878.2;PINK1;C10orf91;AC092123.1;CYP19A1;LINC00271;SLC28A3;LYPD6;CRX
prerank,random111,-0.3614420680537544,-1.3513919035698234,0.03255813953488372,1.0,1.0,29/98,24.58%,MTCO2P12;AL121772.1;CALHM5;NIBAN2;RN7SL220P;CD63;RTN2;TK2;PSMF1;TBC1D3;RPS10P14;AP003306.2;AC066616.2;AC090004.2;RN7SL328P;ATP6V0B;LINC02532;AC005050.1;MTHFD1P1;MT-TI;HOOK3;REX1BD;ANP32C;AL627309.6;MISP3;AGAP2-AS1;AC093512.2;AL157938.1;DHPS
prerank,random381,0.3321098316181513,1.3463711131740146,0.01892744479495268,0.7477295505225913,1.0,26/98,19.58%,IGKJ5;MORF4L2;POLR3GL;ST7L;ETFRF1;PDHX;SLC23A2;AGAP4;TAF7;AKAP17A;ACP6;RN7SL834P;LINC02021;FLI1;SRSF1;GOLPH3L;AC023024.1;PSMD10;GLMN;CA5B;AC024940.6;PTOV1-AS2;ANAPC16;ZNF317;AL020997.2;TTBK1
prerank,random701,-0.3563005999923727,-1.3444434420947635,0.03676470588235294,1.0,1.0,34/98,29.30%,NECTIN1;GPI;RAB34;CDH1;SNORD15B;Z98886.1;ABHD8;SLC6A19;AC023790.2;SEMA6B;CEP164P1;MED4-AS1;GRHL3;RN7SL718P;H3C7;HSPE1P27;AC005081.1;MEG8;RTN3P1;AC004233.1;AC021739.4;ODCP;AC132219.1;SPTSSA;TTYH2;AL590867.2;SERPINC1;AC004987.2;SURF1;POTEJ;AC089999.2;GLUD1P2;AC069410.1;AL121924.1
prerank,random180,-0.3546338485091793,-1.343086458885351,0.04107424960505529,1.0,1.0,24/98,15.62%,ARRB1;F8A2;AC127024.2;AL160191.1;RPL12P47;NUTM2B;LGALS14;MPL;AD000091.1;LINC01228;SNORA36C;AL392112.1;PGAM1P3;AC106707.1;SHBG;AC005521.1;AC130371.2;AC026100.1;LINC01474;MYCN;KEL;TRBV11-3;KREMEN2;AMPH
prerank,random107,0.333617843253974,1.338298772378409,0.020512820512820513,0.7552829263399574,1.0,28/98,20.70%,CCR8;ATG5;POGLUT3;ZNF501;CENPS;ZCCHC3;MOB4;NRIR;DBN1;TRAJ42;TPRKB;DLL4;SHISA2;APAF1;C12orf66;AP4B1;AC023024.1;TAOK1;ANKRD20A5P;SUCNR1;PROK2;MINPP1;LINC01829;AC084018.4;CD274;KATNBL1;ANKRD45;ATP6V1H
prerank,random742,-0.35362732580596457,-1.3378869475143162,0.03343465045592705,1.0,1.0,29/98,18.16%,FLII;CETN2;LINC00853;AL132780.2;CSTB;GNB2;FNDC10;RELB;AC068234.2;GPR31;AC015871.1;TTLL11-IT1;MYL9;CMTM7;AC068418.1;EPB42;LINC02680;PPP1R7;IGHV1-67;RNF7P1;AC092143.2;POM121L9P;LRPAP1;TOP3BP1;MAZ;HLA-DRA;AL442067.2;GATA6-AS1;SH2B2
prerank,random415,-0.35410189239157236,-1.3367444776160904,0.03582554517133956,1.0,1.0,32/98,22.84%,GALK1;AC103739.1;YBX1P10;HNRNPA1P50;FKBP8;BRMS1;AL354864.1;RPS6P16;EIF5P2;AC022395.1;SNORD105B;AK3P3;AC012100.3;AIRE;STK11;AKR7A2;LAIR1;NATD1;AC025175.2;AL137076.1;NAPA-AS1;RPL21P8;AC005229.4;LDHA;TMEM150A;AC087163.3;AL513282.1;AC098818.1;RHEBP2;AF129075.4;RSL24D1P1;NUTM2D
prerank,random203,0.33526586931082136,1.3340043428130592,0.022857142857142857,0.7379557081238923,1.0,27/98,21.22%,AL353759.1;NOC3L;AC245014.3;AC241952.2;H2BC6;GABPA;TMEM181;RAD18;NEB;AC010186.2;AF131215.5;C16orf54;RASGRP3;YWHAZ;SAR1B;ZFR;ERMARD;DLG3;AP001437.2;STK24-AS1;LINC01865;LINC01933;AC021078.1;ANK2;HIPK1-AS1;RPL26L1;AC007298.2
prerank,random416,-0.3545297960804357,-1.3337033300218728,0.04094488188976378,1.0,1.0,34/98,26.83%,AP2S1;EPN1;RNA5SP428;EHBP1L1;ADAP1;AC097504.2;AP003692.1;RN7SL5P;AC089998.3;AC022395.1;RNU7-90P;AL035411.3;KRT18P11;SLPI;SERF2;BEND3P3;GRK5-IT1;AC013267.3;AC084783.1;SLC22A18AS;EPGN;AL590764.1;SPTBN2;NME2P1;PCNPP5;LTBP2;AL162377.3;AC125603.3;LRRC29;FGFR1OP2;AC108058.1;LINC01478;AL158196.1;TMEM179B
prerank,random770,-0.34975500760630673,-1.3331420668976293,0.042071197411003236,1.0,1.0,23/98,14.78%,LTA4H;MT-CYB;CHST13;UBA52;ADAP1;AC115837.1;AC093864.1;AC093110.1;AC239800.1;LINC01793;AC022613.2;AHCYP2;LINC00271;HEPACAM2;SEPTIN14P19;RHOA;AC105384.2;AC026120.1;C17orf49;NRBF2P3;NPM1P37;MARCHF8;FAM242C
prerank,random409,-0.3522267276801336,-1.330234958816469,0.048286604361370715,1.0,1.0,33/98,23.63%,MT-CO3;RENBP;ADGRE1;AC108749.1;PLCD3;RPUSD1;RPS4XP7;RNU6-375P;AC099518.3;ZNF710;LINC02108;MIR4714;AC010319.3;AC011466.4;LINC01715;Z98048.1;TRAPPC12-AS1;PEMT;ARL4A;BX255925.3;SLC22A14;AC138649.4;ACOT4;AC078906.1;TUBA4B;AC007009.1;TMEM171;ADGRE5;EEF1A1P3;ENOX1;ATP5MC2P1;AC009509.1;RPL34P20
prerank,random804,-0.34907322725014084,-1.3256780177745084,0.04746835443037975,1.0,1.0,31/98,18.74%,AC012358.3;BCAP31;TNNI2;MPST;AC254562.1;AC016397.2;AC092171.1;ATF7-NPFF;AC037198.1;AL034417.3;MIR661;AC008745.1;AL031662.1;STING1;AC007685.1;AC084876.1;PTPN14;FHAD1-AS1;ACKR1;SCNM1;PPIAP2;ABHD17AP6;AC091982.3;SEMA3E;AC093583.1;AC104232.3;CTDSP1;MMP8;AL096870.1;PLXNA2;NOVA2
prerank,random126,0.3256966491330753,1.325651742382793,0.02981029810298103,0.7535687964624456,1.0,23/98,14.59%,MKLN1;AC004908.2;SLC38A1;KLHDC7B;CDC42SE2;RTF1;BUB3;PPP3CB;NCAPH;AC009237.14;STRADA;GALNT11;TBRG1;AC109992.2;RPARP-AS1;AC005329.1;DNAAF2;CNNM4;AC080037.1;ATP23;GCNT4;ANKAR;AL031282.1
prerank,random853,-0.34986094881415075,-1.3168574814779272,0.05864197530864197,1.0,1.0,32/98,22.64%,PGBD5;NRM;PKM;AC026271.3;MEX3B;CCDC159;HMGN1P5;TBC1D17;RPL10P5;AL008636.1;RPL9P5;AL050403.1;AC078925.3;MIR548E;RNA5SP482;AC011825.1;RUNDC3A;AL121949.1;PSMD4;JCAD;PF4V1;BNIP3L;OR1L8;AL049872.1;AL121992.3;AC087683.2;RHOQP3;PIM1;RPL18AP3;PRSS12;AC209007.1;RSL24D1P1
prerank,random875,0.32442834137183646,1.311960225549885,0.03089887640449438,0.8105864716962207,1.0,39/98,27.00%,PKD1L1;SPG11;MPHOSPH9;RBL1;ABI1;SESTD1;AC087854.1;ZNF197;HNRNPDL;CENPM;NUDT21;CAMK4;JUP;TSSK6;EBAG9;AC107952.2;GLMN;AC007619.1;AC079781.5;SYS1;RAB40A;FAM27B;RNF8;AC034231.1;NEMP2;B4GALT5;AC099063.4;SNTB1;AC010655.4;AC004771.4;AL161457.1;LUC7L2;IQCN;RMND1;AL691447.2;MAP2K6;SOCS2-AS1;AC093063.1;SPOCK2
prerank,random24,0.32752965213985386,1.3090273334344804,0.028409090909090908,0.78837737629519,1.0,31/98,22.91%,DNAJC27;OGT;HERC2;SDCBP2-AS1;WDHD1;LYRM1;RDH14;SMG7;METTL23;STAT1;SNORA41;IGHV3-22;C11orf58;FBXO4;LARP1;PDCL;AL137796.1;TCTN3;ADPRM;AGGF1P2;AC011466.1;AC092745.2;AC099499.2;TEX14;AP001267.3;IGHV1-58;B4GALT2;NAPG;AL022324.2;CD3D;PSD4
prerank,random772,-0.35048307098236786,-1.3088551130189074,0.056179775280898875,1.0,1.0,33/98,24.30%,AC073583.1;GPR42;SLC2A6;PCGF2;UGT3A1;CFAP74;AC011442.1;AL135938.1;FAM170B;PGK1;AC018413.1;LINC01827;GDF15;AP000533.2;AC010327.6;AC009121.4;MTCYBP18;TAS2R19;AL359762.1;AC121757.2;SMIM22;HTR6;TRDJ4;ABCA12;MED8-AS1;LRP1-AS;RFX2;AL157394.3;AC091078.1;ZNF777;EIF3F;SLC25A2;PACSIN2
prerank,random130,-0.3412433401433932,-1.3079364806411482,0.055384615384615386,1.0,1.0,32/98,22.52%,PRAM1;TNFRSF8;BABAM2;ZNF346-IT1;AL590723.1;LINC02723;CDA;AC090630.1;CLEC12A-AS1;AL050403.1;AC016831.5;AC010336.1;MT-TS2;Z98749.1;AC106782.4;CTIF;AATF;INHBC;TP53I11;STPG4;AC006008.1;HP;RTN3P1;AC005730.3;LINC01116;AC006116.12;OR52N2;MIR5089;MGLL;AC034102.1;AL390026.1;AC138207.2
prerank,random785,-0.34861134679144595,-1.3067023951281826,0.047540983606557376,1.0,1.0,26/98,15.89%,MSRA;CNPY3;TNNI2;PSMC1P11;WDR83;TMEM89;SDHCP4;AL031587.1;OR7E59P;LINC01180;SDC4P;STYXL1;ABCC13;SEPHS1P4;DPYD;PROKR2;AC023510.1;YPEL3;PEMT;AL109955.2;LINC02236;AL591043.2;AC004816.2;AL009031.1;TCF3P1;RPL7AP10
prerank,random31,0.3252646170035784,1.3043314873786125,0.02564102564102564,0.7806522355061221,1.0,33/98,24.61%,C18orf25;AC010746.2;TRMT1L;SLC30A5;TGFB3;PPP4R3A;MYNN;LIG1;AC099329.2;TP73-AS1;AC008551.1;TSIX;AC120114.3;RAD1;TMEM255A;RNF114;AL670729.2;AL391244.2;ZFP37;MIR4772;MGAT2;AC134312.5;AC112482.2;SLC26A2;N4BP2L2-IT2;AC092944.1;AC017104.6;MAMDC4;STRN;AC010186.1;HAPLN3;AC048351.2;IFITM4P
prerank,random766,-0.34603459622763894,-1.3040682283040732,0.04953560371517028,1.0,1.0,38/98,28.36%,PNPLA6;CLEC11A;CRYM-AS1;MT-ND2;SHROOM1;RN7SL296P;AC138894.2;AC091151.2;AC005220.1;AC011499.1;GPR108;SLC28A3;TPI1P2;IFIT6P;TRGV6;CELF2-DT;AC103739.2;PROCA1;C19orf53;ENTPD8;AP001542.3;RPL21P32;AC079118.2;PPP1R16A;CYS1;AC087501.4;DGCR6L;AL442125.1;IL10;PRKG2;FARSA;IMPDH1P8;PPBPP1;RPS12P23;SETP22;IGLJ5;VILL;TMEM222
prerank,random132,0.32412518466478935,1.3022223499158565,0.035422343324250684,0.7571373839483745,1.0,24/98,16.44%,TLK1;H4C4;AC009779.4;ERP44;SPSB1;ATP8A1;SMCHD1;REEP3;ZSCAN25;DNA2;PTGDR;CXCL1;CELF2;SIPA1L3;GTPBP10;GFI1;MOB1A;AC092681.3;AL021368.2;SGPP2;MADCAM1;RN7SL381P;AC067945.4;TCEAL6
prerank,random365,-0.3421952340802806,-1.29793313884972,0.05368098159509203,1.0,1.0,28/98,22.40%,UQCRC1;AC072054.1;RPL23AP31;BMP8A;LINC00940;DNAJC6;SCARNA17;PA2G4;AL512283.2;SERPINB5;MIR4689;AC023790.2;GSTA7P;SLC25A39;AL645939.5;RN7SL180P;Z93022.1;KIAA1755;RPL23AP3;GSTZ1;PTPRD;LAGE3P1;TMEM217;BCAP29;RPL7P24;PPFIA4;AC015871.4;HMGN2P3
prerank,random423,-0.34206794512223637,-1.2887588067008777,0.05642633228840126,1.0,1.0,26/98,17.46%,AL133415.1;SNX21;EHBP1L1;AL445487.1;AL360181.4;AJ011931.2;AC069542.1;LINC01664;RNVU1-7;TMC5;FAM20A;RNASE2;FMO2;LINC00226;CEP164P1;AC234781.2;AL844908.1;AC019129.2;ORM2;THOC6;WNT7B;ACTBP7;TRAJ34;RPL21P32;NAGPA-AS1;TVP23CP1
