Gene	Tscore	Tscoreadjusted
PDE7A	4.302374551992784	3.3023745519927843
SDHAP3	4.297201259173205	3.297201259173205
EPB41L5	4.293931097965822	3.293931097965822
TMEM123	4.290889539563465	3.290889539563465
AL157392.3	4.289367526682486	3.2893675266824864
DDX60	4.288164746615491	3.2881647466154913
UBE3B	4.28623274336243	3.2862327433624303
AC007342.8	4.274597617335685	3.2745976173356848
DDX60L	4.27344905479778	3.27344905479778
MTMR4	4.272984576868773	3.2729845768687733
AL592435.1	4.264992120831509	3.2649921208315087
ZNF224	4.264745001476217	3.264745001476217
LINC00641	4.264098861560489	3.2640988615604893
AC006064.2	4.262997510787602	3.262997510787602
AC007342.4	4.261288304234357	3.2612883042343572
ARID5B	4.259117460814023	3.259117460814023
ZCCHC2	4.254949062581116	3.254949062581116
RRN3	4.254260619715878	3.254260619715878
ZNF684	4.253965569068563	3.253965569068563
AC007342.5	4.253129904075927	3.2531299040759274
IGHJ5	4.252366289555246	3.252366289555246
BRCA1	4.252124349404091	3.252124349404091
TCP10L	4.251241103817264	3.2512411038172644
MASTL	4.249143198712487	3.2491431987124866
BBX	4.246352940358613	3.246352940358613
NFYA	4.243520000794692	3.2435200007946916
ZNF670	4.243269614091807	3.2432696140918074
MTRF1	4.231768436080801	3.2317684360808014
BLNK	4.230824596209316	3.230824596209316
AC024580.2	4.226609937578617	3.2266099375786172
TNFAIP1	4.223892317303342	3.223892317303342
TRBJ1-3	4.223773314502252	3.2237733145022522
STAP1	4.2175641840997	3.2175641840997002
ZDHHC13	4.217448192170143	3.217448192170143
CEP44	4.215727111350142	3.2157271113501418
FAM3C	4.214047842151231	3.2140478421512313
FBXO39	4.213545386439004	3.2135453864390042
MIA2	4.208894072132089	3.2088940721320887
C1GALT1	4.208628379106413	3.208628379106413
TRIM22	4.20846585642522	3.20846585642522
AL390728.6	4.2084381146009795	3.2084381146009795
SLC25A34	4.207519157762894	3.207519157762894
STARD4	4.205366703812284	3.2053667038122837
EMSY	4.204791702526246	3.2047917025262462
C18orf25	4.202980697251295	3.202980697251295
IFIT5	4.202969192247308	3.2029691922473082
EPG5	4.198973132791293	3.198973132791293
VEGFA	4.197824549884057	3.197824549884057
ZNF443	4.196324282417488	3.1963242824174882
POGZ	4.1925200910983556	3.1925200910983556
AL355388.1	4.19064384179752	3.1906438417975203
NMRK1	4.189159530285741	3.1891595302857407
KCNA3	4.183982219933894	3.1839822199338936
AEN	4.18245388302542	3.1824538830254196
HMGCR	4.181306278823477	3.1813062788234774
IGHV3-69-1	4.178754046598486	3.1787540465984856
AC137894.3	4.173715440125597	3.173715440125597
FANCL	4.173464389204712	3.173464389204712
AC079305.2	4.17202275042372	3.1720227504237197
ARL6IP6	4.171793039898199	3.1717930398981986
ARNTL2	4.169662302456749	3.169662302456749
BRIP1	4.167550604543626	3.167550604543626
KCTD9	4.165559782608617	3.165559782608617
SNX25	4.163448050785924	3.1634480507859237
HLA-W	4.154554754062498	3.154554754062498
VAMP1	4.152816495908852	3.1528164959088523
IFNLR1	4.151325783299581	3.1513257832995807
CSAD	4.148771048823608	3.1487710488236083
ZC3HAV1	4.141210181203739	3.141210181203739
RNU6-312P	4.136771711495638	3.136771711495638
TMEM156	4.135159636287661	3.1351596362876606
EIF1AX	4.134047805700931	3.1340478057009307
LINC01480	4.131670896596133	3.131670896596133
ZNF839	4.131138077101772	3.131138077101772
PHACTR1	4.1278615941155055	3.1278615941155055
RIMS3	4.125065144935826	3.125065144935826
FMR1	4.119368419007556	3.1193684190075563
NUP35	4.117872680097679	3.117872680097679
U91328.1	4.113093851394243	3.113093851394243
SLC25A4	4.111750409624083	3.111750409624083
RFC3	4.107911700529993	3.1079117005299928
FAM3C2	4.103142550743598	3.1031425507435983
LYG1	4.103077063726892	3.103077063726892
GFPT1	4.1015758129521185	3.1015758129521185
METTL4	4.098049771965013	3.0980497719650133
LINC00886	4.094404207401502	3.094404207401502
AGBL3	4.093416278490526	3.093416278490526
MDM4	4.092746265410255	3.0927462654102547
AC008875.2	4.089935472119774	3.089935472119774
PRKCE	4.086231971006676	3.0862319710066757
PTBP2	4.085643262230149	3.085643262230149
FAM98A	4.0847477885047265	3.0847477885047265
TNFAIP3	4.0846831478598515	3.0846831478598515
SCAND2P	4.081523842537028	3.0815238425370284
THAP6	4.081520483033647	3.081520483033647
EME1	4.0777643876443905	3.0777643876443905
SUZ12	4.077739484161051	3.077739484161051
PLD6	4.075539797315297	3.0755397973152974
FAM8A1	4.074100735892282	3.074100735892282
AC243772.2	4.072493593382102	3.0724935933821023
CPNE5	4.072016964380177	3.072016964380177
TOB1	4.069081111665261	3.0690811116652608
MAPK13	4.0654679198094295	3.0654679198094295
FBXO5	4.06347340583724	3.0634734058372404
ABCA2	4.063157089975951	3.0631570899759506
AL353759.1	4.062211116122663	3.062211116122663
OXR1	4.0611434580201795	3.0611434580201795
TMEM263	4.060342726749897	3.060342726749897
TRAPPC2	4.0570986750569755	3.0570986750569755
ARRDC3	4.056770469562642	3.0567704695626423
DDX17	4.052152390955092	3.052152390955092
TMEM39A	4.051015752739559	3.051015752739559
RC3H2	4.050954511775127	3.050954511775127
ZNF266	4.049885764779777	3.049885764779777
GTF2IP20	4.047329210334255	3.0473292103342553
EIF2AK3-DT	4.044747564169332	3.044747564169332
BLK	4.04313738975071	3.0431373897507097
FAM72D	4.040835737342032	3.0408357373420323
FCRL5	4.033320356447052	3.033320356447052
BICD1	4.033032935654358	3.033032935654358
ZNF280C	4.0329617641331525	3.0329617641331525
COQ10B	4.032462212302337	3.0324622123023373
AL590708.1	4.032043938640805	3.032043938640805
LCLAT1	4.0319277732400485	3.0319277732400485
G2E3	4.030481466251638	3.030481466251638
DGKD	4.024658752457926	3.024658752457926
USP49	4.022473593271677	3.022473593271677
RAP2C	4.020554850685065	3.0205548506850652
TRIM38	4.019980676925696	3.0199806769256963
ZSCAN30	4.019023034344126	3.0190230343441264
LINC01138	4.018703123885049	3.0187031238850492
SOS1	4.018304142348684	3.0183041423486836
ASNSD1	4.017955785268538	3.017955785268538
AF117829.1	4.016898065245989	3.0168980652459894
SENP2	4.015568067018574	3.015568067018574
NDUFV2P1	4.014042760540823	3.014042760540823
UNKL	4.0126833633639105	3.0126833633639105
AC004943.2	4.008366624840728	3.008366624840728
GINS1	4.006269562588158	3.006269562588158
UBQLNL	4.002778480191349	3.002778480191349
CDK2	4.001129160568083	3.001129160568083
OGA	4.0007398563601235	3.0007398563601235
SPTY2D1OS	3.9995380217098986	2.9995380217098986
UBA6-AS1	3.995579188537029	2.995579188537029
ATP13A4	3.994874561336965	2.994874561336965
MIR4539	3.992896016600709	2.992896016600709
PKD1L1	3.992297070635227	2.992297070635227
NTNG2	3.9908952898261822	2.9908952898261822
TCL6	3.9905365596001574	2.9905365596001574
ZFP82	3.9904391311168945	2.9904391311168945
DNAJB11	3.99034194913691	2.99034194913691
KIAA1958	3.9891559948367377	2.9891559948367377
AC005831.1	3.9884519171073927	2.9884519171073927
MKLN1	3.9877223784182974	2.9877223784182974
EBF1	3.985709878717412	2.985709878717412
BTNL9	3.985353745408846	2.985353745408846
KIF21B	3.982525134186192	2.982525134186192
AHSA2P	3.979652238570138	2.979652238570138
IL2RA	3.9777858790108063	2.9777858790108063
SLC25A15	3.9696386528141674	2.9696386528141674
MIS18A	3.9667488785122846	2.9667488785122846
BCAS1	3.9659234623477797	2.9659234623477797
NUGGC	3.965729569918179	2.965729569918179
AC004908.2	3.9651380653367387	2.9651380653367387
TMEM9B-AS1	3.9650937124601473	2.9650937124601473
ORC2	3.9622079963763177	2.9622079963763177
PPIAP29	3.961783654358542	2.961783654358542
NOC3L	3.9584183839864813	2.9584183839864813
GTF2H3	3.9563292754885504	2.9563292754885504
EIF2AK2	3.9562832323701125	2.9562832323701125
ELF1	3.9552934920651444	2.9552934920651444
ZNF441	3.9552124591364337	2.9552124591364337
DENND1B	3.9503412050960494	2.9503412050960494
CXCR4	3.949783344825224	2.949783344825224
OSBPL10	3.944178548038425	2.944178548038425
AC015911.6	3.9413618712043506	2.9413618712043506
SUCLG2-AS1	3.940004432260824	2.940004432260824
AC012073.1	3.9399734226460454	2.9399734226460454
MFSD11	3.939472414353878	2.939472414353878
TP53BP1	3.9380929188016003	2.9380929188016003
CA13	3.9379015000028446	2.9379015000028446
BTN2A1	3.9329566632277575	2.9329566632277575
PRMT6	3.9300161320806284	2.9300161320806284
LMAN1	3.92780582616171	2.92780582616171
AC010746.2	3.926723080948483	2.926723080948483
LRRC40	3.926585470194083	2.926585470194083
RUBCN	3.9260960638486475	2.9260960638486475
H4C4	3.9203271224973477	2.9203271224973477
TMSB15B-AS1	3.918796259884855	2.918796259884855
TOR1B	3.9178824206018996	2.9178824206018996
ZNF496	3.9177544189104503	2.9177544189104503
AL049840.5	3.9168239733207697	2.9168239733207697
C10orf25	3.915773523315659	2.915773523315659
RNGTT	3.915120173374657	2.915120173374657
OBI1	3.914420764128897	2.914420764128897
CEP120	3.9143189545167396	2.9143189545167396
RSBN1	3.9122326325173886	2.9122326325173886
KLHL14	3.911548940282975	2.911548940282975
TCF19	3.9107224074258835	2.9107224074258835
PBK	3.906272696768715	2.906272696768715
TDRD7	3.90602091161083	2.90602091161083
ACIN1	3.9052303093038514	2.9052303093038514
VKORC1L1	3.9038464004746314	2.9038464004746314
DDX58	3.9028796269844657	2.9028796269844657
ZNF37BP	3.9016768841576757	2.9016768841576757
EDEM1	3.8997656773535514	2.8997656773535514
LINC00174	3.8991930051745696	2.8991930051745696
PSAT1	3.898900956998629	2.898900956998629
CD38	3.897206215084491	2.897206215084491
ZNF182	3.8912620720403512	2.8912620720403512
MICU2	3.889073078934681	2.889073078934681
MAP3K14-AS1	3.8888391435251144	2.8888391435251144
TNIK	3.884704805105635	2.884704805105635
KLRA1P	3.883684123855193	2.883684123855193
AC012184.4	3.8831900276302593	2.8831900276302593
AL035530.2	3.8830129272639673	2.8830129272639673
SLC38A1	3.8797536875250436	2.8797536875250436
PIK3R3	3.879090640818024	2.879090640818024
AC145098.2	3.877592043507675	2.877592043507675
AL109806.1	3.8765545137175175	2.8765545137175175
E2F5	3.8758595225779495	2.8758595225779495
ALG10	3.875394666536464	2.875394666536464
PRDM15	3.873048639953414	2.873048639953414
TMEM209	3.8729895124024165	2.8729895124024165
IRF4	3.870248192313318	2.870248192313318
MBIP	3.8669504012588387	2.8669504012588387
CHMP5	3.866712088115584	2.866712088115584
PATL1	3.8636750785666427	2.8636750785666427
IGKJ4	3.861971005368867	2.861971005368867
ANKRD10	3.8596671422213484	2.8596671422213484
MTERF3	3.8572431284744675	2.8572431284744675
AL022069.2	3.8566310105459576	2.8566310105459576
NEMP1	3.853868081754498	2.853868081754498
PPM1K	3.8519914907294432	2.8519914907294432
B9D1	3.8517427999010363	2.8517427999010363
CCDC30	3.850549349112504	2.850549349112504
DNAJC27	3.8475209128545407	2.8475209128545407
FBXO10	3.8474190409681093	2.8474190409681093
DEPDC1B	3.8464024041099654	2.8464024041099654
MSH2	3.8441262726043175	2.8441262726043175
SOCS2	3.842867252912625	2.842867252912625
ZSCAN12	3.8421983046278374	2.8421983046278374
DCK	3.8416346901498035	2.8416346901498035
AC017116.1	3.8407713773288803	2.8407713773288803
RAB27B	3.8377705938919444	2.8377705938919444
LRRC37A15P	3.8359135611782538	2.8359135611782538
ARL5B	3.8355057620249347	2.8355057620249347
SETX	3.8316042228741827	2.8316042228741827
CD69	3.8305918110288384	2.8305918110288384
CCNA2	3.830194978429923	2.830194978429923
TCF4	3.8284370478686136	2.8284370478686136
CCDC71L	3.8282030773799374	2.8282030773799374
PARP15	3.8273613803953626	2.8273613803953626
STX17	3.8265010057391415	2.8265010057391415
TRMT1L	3.8264711072450233	2.8264711072450233
ARL1	3.8247015596872025	2.8247015596872025
LINC02390	3.824501642869883	2.824501642869883
MAD2L1	3.824154667905384	2.824154667905384
ASF1A	3.82383509539297	2.82383509539297
MET	3.8209697102276565	2.8209697102276565
MEST	3.818938738511893	2.818938738511893
GPBP1	3.817011763956377	2.817011763956377
CHKB-CPT1B	3.816951636592302	2.816951636592302
CCDC152	3.815862702210983	2.815862702210983
RORA-AS1	3.815825747676477	2.815825747676477
SHLD3	3.815682241328783	2.815682241328783
PIP5K1A	3.8116390507017774	2.8116390507017774
CLSTN3	3.810758297161999	2.810758297161999
IFI44	3.8100478876825306	2.8100478876825306
AL023653.1	3.8099933384334634	2.8099933384334634
CDK14	3.808675173137806	2.808675173137806
MPP6	3.807788142356105	2.807788142356105
MIER1	3.8077404620338826	2.8077404620338826
GTPBP2	3.8075782678409666	2.8075782678409666
MSMO1	3.805134941621777	2.805134941621777
SECISBP2	3.8046230666650356	2.8046230666650356
TRNT1	3.8045804321701935	2.8045804321701935
CMTR1	3.8031960977316217	2.8031960977316217
ZNF253	3.802591725714006	2.802591725714006
WDR76	3.8021138518258253	2.8021138518258253
OSTM1	3.800552377298464	2.800552377298464
AL136295.6	3.7989218935980786	2.7989218935980786
GPM6A	3.7988961405849273	2.7988961405849273
PABPC1L	3.797075205118811	2.797075205118811
H2BC20P	3.796389817789825	2.796389817789825
RAB39B	3.7946311416070477	2.7946311416070477
PIGH	3.793786177084113	2.793786177084113
BTG1	3.7911353820977367	2.7911353820977367
CDK17	3.7911334725674912	2.7911334725674912
KDM6A	3.7883895604775835	2.7883895604775835
E2F8	3.7867283665180382	2.7867283665180382
BMPR2	3.7857804541975217	2.7857804541975217
MAIP1	3.785573390777378	2.785573390777378
HSPA13	3.7850818804780992	2.7850818804780992
MED30	3.7841425516580633	2.7841425516580633
SLC25A30	3.7838931565963074	2.7838931565963074
AC006547.1	3.780951512456589	2.780951512456589
LRP8	3.7803842994200543	2.7803842994200543
AKAP9	3.7772000620205213	2.7772000620205213
RNF43	3.7767065107189093	2.7767065107189093
PNISR	3.775784626399081	2.775784626399081
HLTF	3.775182014456103	2.775182014456103
CEP70	3.7735215293941566	2.7735215293941566
SLC30A5	3.773183983212732	2.773183983212732
RBBP5	3.7713656690572304	2.7713656690572304
AC007406.5	3.7711418184826293	2.7711418184826293
LINC00899	3.7696405648587423	2.7696405648587423
IQCB1	3.7693209842014377	2.7693209842014377
SP100	3.7675700308448494	2.7675700308448494
LY6E-DT	3.767553268214185	2.767553268214185
IL6ST	3.7673971928273633	2.7673971928273633
C2CD3	3.767106039493943	2.767106039493943
IGHJ3P	3.7670179899913907	2.7670179899913907
ATF1	3.7667388392114143	2.7667388392114143
HMGN4	3.7654614842503142	2.7654614842503142
ZRANB2	3.7645836414325866	2.7645836414325866
NBPF15	3.76441458702668	2.76441458702668
TRIM56	3.7617754163030868	2.7617754163030868
MIA3	3.7614151282170147	2.7614151282170147
BRPF3	3.7612476308341622	2.7612476308341622
HELB	3.7600502228097397	2.7600502228097397
STRBP	3.759570177956095	2.759570177956095
ATG16L1	3.754997166201106	2.754997166201106
EIF4E	3.754187103733958	2.754187103733958
RALGAPB	3.7530120936920364	2.7530120936920364
CELSR1	3.752627319657911	2.752627319657911
CMSS1	3.7520697419883198	2.7520697419883198
CEP83	3.7505064278204245	2.7505064278204245
STK17A	3.7503184250375927	2.7503184250375927
XRN1	3.7477117400235285	2.7477117400235285
AL139274.2	3.7463404535483864	2.7463404535483864
SNHG14	3.7456682471926555	2.7456682471926555
SKP1P1	3.743789862426005	2.743789862426005
NFU1	3.742648305366937	2.742648305366937
TTF1	3.7425444407001005	2.7425444407001005
KCNAB3	3.7422495102727127	2.7422495102727127
SCAMP1	3.742211890798163	2.742211890798163
AC087289.1	3.739823084068376	2.739823084068376
CYSLTR1	3.7375579822625813	2.7375579822625813
PSMD6-AS1	3.7375109940365268	2.7375109940365268
NAA25	3.736994724057099	2.736994724057099
AC091564.1	3.736652400241373	2.736652400241373
TRAF5	3.7336610568667266	2.7336610568667266
ADAR	3.7333677690862523	2.7333677690862523
TIA1	3.7332622659416868	2.7332622659416868
PLPP3	3.7323297001658675	2.7323297001658675
TMEM170A	3.7320573945757998	2.7320573945757998
FAM120AOS	3.7304724967903886	2.7304724967903886
SLC6A13	3.7303518627347354	2.7303518627347354
MRPS31	3.730112449112263	2.730112449112263
GPBP1L1	3.7292787077722713	2.7292787077722713
AC120053.1	3.72851876244677	2.72851876244677
PAPOLG	3.728000278477978	2.728000278477978
IGKV1-16	3.7267154241184532	2.7267154241184532
GNL3LP1	3.725794981863025	2.725794981863025
TYMS	3.725455670845247	2.725455670845247
MICAL3	3.72446205214227	2.72446205214227
MFN1	3.7242990458222596	2.7242990458222596
MAT2B	3.72420828305312	2.72420828305312
PUS7L	3.7223408792481987	2.7223408792481987
DIPK1A	3.7206349991780203	2.7206349991780203
AC120114.4	3.720610716636052	2.720610716636052
TTC12	3.720551714515655	2.720551714515655
GALNT3	3.7205228788865807	2.7205228788865807
ZFP1	3.7198626064119154	2.7198626064119154
AC009779.4	3.719468943528163	2.719468943528163
FRG1HP	3.7193450471856058	2.7193450471856058
CD164	3.7190540050866	2.7190540050866
SENP1	3.718941325624169	2.718941325624169
AC091729.3	3.7171103446547353	2.7171103446547353
POU2AF1	3.7168676101751017	2.7168676101751017
STMN1	3.715638240148919	2.715638240148919
ZNF273	3.7144081024600597	2.7144081024600597
N4BP2L2	3.7139034328250866	2.7139034328250866
RHEBL1	3.713730614211411	2.713730614211411
BRCA2	3.712331276576956	2.712331276576956
B4GALT4	3.7120123402544114	2.7120123402544114
ZDHHC6	3.710327627601109	2.710327627601109
STX16	3.710313815094359	2.710313815094359
PRKD3	3.7103061621045987	2.7103061621045987
AP001830.1	3.710138855570353	2.710138855570353
NIPA1	3.7094802682722254	2.7094802682722254
PKIA	3.708887170739515	2.708887170739515
OXCT1	3.7072838631566674	2.7072838631566674
C1orf74	3.706798445246949	2.706798445246949
PNN	3.7063370893702756	2.7063370893702756
RNASEH1-AS1	3.7044411103945247	2.7044411103945247
U62631.1	3.703891980386771	2.703891980386771
ADAMTS13	3.7037048463175113	2.7037048463175113
BHLHE41	3.703360252935246	2.703360252935246
BTN2A3P	3.7032978902013194	2.7032978902013194
RO60	3.701496029590431	2.701496029590431
RALGPS2	3.7014826988138494	2.7014826988138494
BCAS2	3.6993492856333936	2.6993492856333936
AL121839.2	3.699142194134472	2.699142194134472
FAM30A	3.6970521608385756	2.6970521608385756
ZNF367	3.6967244478589496	2.6967244478589496
HNRNPCP1	3.694734389609177	2.694734389609177
WDR35	3.6916348039593343	2.6916348039593343
MTMR6	3.690812551918818	2.690812551918818
RNASEH1	3.690255973114963	2.690255973114963
ZBTB37	3.689126653882603	2.689126653882603
NUS1	3.6889056255326493	2.6889056255326493
OGT	3.68801772003579	2.68801772003579
LINC01934	3.6877563647553795	2.6877563647553795
TMEM41B	3.6874205924644037	2.6874205924644037
FKTN	3.685273198504632	2.685273198504632
STK17B	3.6849315749293	2.6849315749293
AC021087.5	3.6842530544562306	2.6842530544562306
ZFYVE26	3.6833837917789913	2.6833837917789913
AC132192.2	3.681734106149698	2.681734106149698
VEZT	3.680864029516854	2.680864029516854
LY75	3.680579024332302	2.680579024332302
TRA2A	3.6793170341568118	2.6793170341568118
PPP1R16B	3.6782648092675867	2.6782648092675867
IFIH1	3.67784482475386	2.67784482475386
EPSTI1	3.6776289332647245	2.6776289332647245
AC023794.5	3.6774885976232645	2.6774885976232645
AK3	3.674249851082688	2.674249851082688
LYPLAL1	3.673051700575699	2.673051700575699
HSBP1L1	3.673025009654701	2.673025009654701
RAB3IP	3.6728718398550857	2.6728718398550857
NKD1	3.672716468556701	2.672716468556701
YRDC	3.6726110292447665	2.6726110292447665
MOB3C	3.670918102424768	2.670918102424768
BIRC3	3.6701008327416362	2.6701008327416362
ICOS	3.6688423510066865	2.6688423510066865
Z95118.2	3.6677453792287467	2.6677453792287467
AC010186.3	3.6672894043741304	2.6672894043741304
TGFB3	3.6667073479800134	2.6667073479800134
SLFN12	3.6645855200296023	2.6645855200296023
WBP2NL	3.6645686537727267	2.6645686537727267
CBWD5	3.663951199896487	2.663951199896487
HMGCS1	3.663795333789222	2.663795333789222
TMEM128	3.6634329363547655	2.6634329363547655
ARHGAP11A	3.6631692508738856	2.6631692508738856
SNORD58C	3.6631282107257763	2.6631282107257763
DHX36	3.6628629906191783	2.6628629906191783
CCDC93	3.6628372077105986	2.6628372077105986
ANKIB1	3.661905940124017	2.661905940124017
CEP76	3.661043180118893	2.661043180118893
TBC1D20	3.660764521910195	2.660764521910195
TCEANC2	3.6607502440728825	2.6607502440728825
LINC01237	3.66053352674042	2.66053352674042
EDRF1	3.6602334873751246	2.6602334873751246
RBM26-AS1	3.6590052295593156	2.6590052295593156
ZNF493	3.6582025555916347	2.6582025555916347
HEATR5B	3.655399443881623	2.655399443881623
MANEA	3.654838127844956	2.654838127844956
IKZF3	3.654164144984716	2.654164144984716
ZNF230	3.6539605665420076	2.6539605665420076
GALM	3.6536625928240323	2.6536625928240323
ERAP1	3.6534582556790602	2.6534582556790602
BLM	3.651849537727719	2.651849537727719
USP28	3.6510041051980466	2.6510041051980466
ZNF726	3.648091088223073	2.648091088223073
HMGB1P3	3.6476544101927897	2.6476544101927897
PHF11	3.6469515978343447	2.6469515978343447
HERC2	3.646915444355244	2.646915444355244
MORF4L2	3.6467749806234595	2.6467749806234595
PARP12	3.6459613971019933	2.6459613971019933
BLZF1	3.6454218852596485	2.6454218852596485
KLHL6	3.644887441884188	2.644887441884188
AL021707.3	3.644869783271375	2.644869783271375
LIMA1	3.6431889306228995	2.6431889306228995
KCNQ5	3.6425759629411276	2.6425759629411276
SPG11	3.6424803863670125	2.6424803863670125
BTLA	3.641176011303439	2.641176011303439
AC090825.1	3.6409578191486	2.6409578191486
PLK4	3.6405574239098333	2.6405574239098333
AC010168.2	3.638963345023019	2.638963345023019
AC009061.2	3.638683548374422	2.638683548374422
CBWD6	3.6376284052338996	2.6376284052338996
CCNL1	3.635471150881127	2.635471150881127
TOR1AIP1	3.6353938380504984	2.6353938380504984
MED28	3.634735854078099	2.634735854078099
RMI2	3.6330480346647853	2.6330480346647853
HCG9	3.631538429669792	2.631538429669792
HSPA14	3.631247202505878	2.631247202505878
RACGAP1	3.626900298374215	2.626900298374215
CYTH1	3.626833287491754	2.626833287491754
TLE1	3.626760499310504	2.626760499310504
POLR3GL	3.6250529290439473	2.6250529290439473
OAS3	3.6244766652225477	2.6244766652225477
BBS4	3.6243039443161718	2.6243039443161718
MALINC1	3.6222932061219533	2.6222932061219533
UHRF2	3.6216189860990347	2.6216189860990347
STAG3L5P	3.6215321296319423	2.6215321296319423
MAGEH1	3.6207857466111966	2.6207857466111966
CHD2	3.6207237302989497	2.6207237302989497
HSD17B7P2	3.619963730660898	2.619963730660898
APTR	3.6196821004116253	2.6196821004116253
HELZ2	3.619156539464225	2.619156539464225
AC007569.1	3.6184936077652012	2.6184936077652012
IFT80	3.618426378115526	2.618426378115526
ATG5	3.615040020467293	2.615040020467293
TTC14	3.6146284216518785	2.6146284216518785
PIGW	3.6143969015996853	2.6143969015996853
STAMBPL1	3.6141958924218054	2.6141958924218054
NBR2	3.6140473003889233	2.6140473003889233
H4C8	3.6123282534932115	2.6123282534932115
CHROMR	3.609420017787845	2.609420017787845
ANKRA2	3.609149506175638	2.609149506175638
DUSP28	3.6088762284957387	2.6088762284957387
AC092112.1	3.6088127426848717	2.6088127426848717
TEPP	3.608745461953102	2.608745461953102
SLFN13	3.6065805428215567	2.6065805428215567
TUT4	3.6063805258396195	2.6063805258396195
ACBD3	3.606340291540263	2.606340291540263
CAPRIN2	3.605196439110301	2.605196439110301
AC245014.3	3.60489439342913	2.60489439342913
TRBJ1-4	3.6043130337906164	2.6043130337906164
DIABLO	3.6036374253537757	2.6036374253537757
KLC1	3.6032179618975775	2.6032179618975775
SEC24B-AS1	3.602976643080853	2.602976643080853
MAML2	3.602730900213319	2.602730900213319
AC027682.4	3.6020018194200216	2.6020018194200216
LAX1	3.601937892138242	2.601937892138242
GOLGA2P7	3.6018056981796396	2.6018056981796396
SAMD9L	3.601716797867434	2.601716797867434
ZNF846	3.6014548648106834	2.6014548648106834
ADAMTS6	3.600930678250984	2.600930678250984
AC068473.5	3.5988975233349048	2.5988975233349048
AL031963.3	3.598408809206741	2.598408809206741
IFT81	3.5964535978336234	2.5964535978336234
SCOC	3.5959124330944348	2.5959124330944348
E2F7	3.5958307325597754	2.5958307325597754
USP1	3.5947260188506487	2.5947260188506487
MOCS2	3.59435930125662	2.59435930125662
